player,team,league,poacher_score,outlet_score,deep_lying_score,dribbler_score,creator_score,target_man_score,age
Ramón Ábila,Colón,ARG-League,73.09956498342218,45.86405147989554,31.31012667636039,58.030003179003245,78.61739227830071,51.67724366641947,33
Santiago Pierotti,Colón,ARG-League,47.202115031328184,83.45237588297952,22.45591829290702,90.5108715329555,65.88051277415158,73.47873270165046,21
Nicolás Fernández,Defensa y Just,ARG-League,62.99539215701691,46.49628035783644,47.33681289930398,64.84840993085386,81.53703125064773,49.86914270397136,26
Benjamín Rollheiser,Estudiantes,ARG-League,41.03104756494219,63.91176682419191,82.95074750276773,92.5661206056945,83.41966786771664,36.22536801875761,22
Guido Carrillo,Estudiantes,ARG-League,53.76009341011887,47.18757776140458,44.79278044572257,32.683256929707866,82.36354417259858,90.66421073254088,31
Mauro Boselli,Estudiantes,ARG-League,69.10283081044484,24.161371886697292,44.25413189960346,16.52049405354497,68.28403111120286,79.18959872137602,37
Mauro Méndez,Estudiantes,ARG-League,70.73104802823086,51.5067048405529,43.092500984652936,45.82651823904702,45.399863624014955,75.77807236243949,24
Cristian Tarragona,Gimnasia ELP,ARG-League,56.59219359385982,50.42267731505279,31.50505800038327,52.77820882277023,63.22702401544341,66.45892321290093,31
Erik Ramírez,Gimnasia ELP,ARG-League,,,,,,,26
Ivo Mammini,Gimnasia ELP,ARG-League,58.57864629664902,81.84787435948809,40.34224607033894,82.69085111372935,71.96411215148764,62.17906740363346,19
Salomón Rodríguez,Godoy Cruz,ARG-League,63.911626189072045,66.69260506926612,42.29425567328893,60.56293659587515,78.08576617512905,78.43846949253222,22
Tadeo Allende,Godoy Cruz,ARG-League,58.731297916123836,78.58963913593718,61.88348314368576,86.1776285225621,80.40098684046578,73.41807306807854,23
Martín Cauteruccio,Independiente,ARG-League,62.4578068502329,56.82619487817995,38.416091894764314,49.95209850984153,74.72774640469157,74.09748953539011,35
Matías Giménez,Independiente,ARG-League,56.17185446189424,77.39978380911496,40.43156674750286,73.06632819988138,79.6847523363597,80.49090543619985,23
Adrián Martínez,Instituto,ARG-League,77.34930453417739,62.806220915536315,34.676796644593786,55.61580548347985,75.70938530024776,77.9474417640086,30
Axel Rodríguez,Instituto,ARG-League,68.26008251572021,72.78968515202926,32.51136352480621,66.57674890517849,23.846356490748814,69.59381296898168,25
Santiago Rodriguez,Instituto,ARG-League,44.311196042114574,63.86810005417407,59.47512307526793,83.3709376452212,80.46732395126774,34.15764908916288,25
Leandro Díaz,Lanús,ARG-League,55.47423092656976,48.750756078539695,49.814792639437414,42.80998964320993,67.47785733661887,80.72827565205259,30
Djorkaeff Reasco,Newell's OB,ARG-League,47.930135368200375,54.64832353032831,35.30556300344509,47.79369719532997,59.89392504989208,71.54819841248813,24
Jorge Eduardo Recalde,Newell's OB,ARG-League,48.297571945581204,41.67377632722136,54.15097538329148,44.01931568963431,66.75863064096164,70.06014503375029,30
Ignacio Schor,Platense,ARG-League,57.73537569524986,99.12961255139577,12.118787486202928,96.00204112980731,48.72613014905795,58.752381379658516,22
Mauro Quiroga,Platense,ARG-League,58.40332287293909,20.08808985009876,27.53748152815552,7.321209266657548,90.74635658240896,95.28671018269532,33
Nicolás Servetto,Platense,ARG-League,63.903585204601235,52.15200994476855,42.38427211496501,45.44642518834356,64.88178473648301,82.39672973414963,26
Ronaldo Martínez,Platense,ARG-League,54.72937195668689,78.10136849009267,45.15195608259257,72.06606182540412,67.19181099939465,82.06270065821485,26
Vicente Taborda,Platense,ARG-League,37.33245041495391,67.5599282826615,54.53130024771284,97.11374953728063,86.30037850492235,37.25729192241705,21
Maximiliano Romero,Racing Club,ARG-League,57.96902372748303,46.34092469313445,28.320906100232435,27.924201543506815,57.91742305991841,67.76531842521827,24
Nicolás Reniero,Racing Club,ARG-League,59.873389061624316,59.09456176751411,42.965263546873864,54.344938758939065,78.96628393591068,67.65366424182282,27
Paolo Guerrero,Racing Club,ARG-League,57.60087700111318,47.32727156395562,40.35718483952614,44.99443192383597,62.74113373511982,80.51104344335805,39
Lucas Beltrán,River Plate,ARG-League,71.11381456628536,54.53206244396591,30.61017516801498,63.83403480747635,87.52563656832471,56.57160753548063,21
Miguel Borja,River Plate,ARG-League,62.949144672933556,49.831756971133565,33.12361399343947,42.60384258607267,64.75080119591333,67.63968378151178,30
Pablo Solari,River Plate,ARG-League,62.7010287974197,63.748259279975684,43.5560245796382,86.06630161955118,85.4331316228131,38.26662398892683,21
Salomón Rondón,River Plate,ARG-League,63.56527969009851,40.21910131913668,35.326817537838245,33.22523714638989,63.066021780598405,71.08602246433495,33
Alejo Véliz,Rosario Cent,ARG-League,72.9250163969803,44.0261569340249,32.673222024187965,38.419403869734595,50.568121838025135,91.79077764651224,19
Jhonatan Candia,Rosario Cent,ARG-League,59.283660983226675,44.2330467037535,51.665044995143695,37.203701797803525,91.59727200312929,76.32706375235702,27
Adam Bareiro,San Lorenzo,ARG-League,58.895954273352814,59.1695749278771,34.940618943276014,55.17958285166786,56.1676702935537,90.46113425192857,26
Javier Toledo,Sarmiento,ARG-League,70.4941093930921,52.491011138074974,37.11894952876038,42.838151797414575,78.42449634677665,100.0,36
Lisandro López,Sarmiento,ARG-League,57.84585035112283,69.14076709416763,62.210423462889885,74.9948138136015,90.44664338260563,65.15083107895758,39
Lucas Melano,Sarmiento,ARG-League,63.918928162239574,88.81045793257941,43.5755975135373,93.85355434651717,86.87059743607783,60.96913384404644,29
Luciano Gondou,Sarmiento,ARG-League,61.669912603703324,89.56337932925655,47.703707199052225,78.02081383900116,82.1667199389389,83.4144211775397,21
Michael Santos,Talleres,ARG-League,94.46363544997027,56.623698163301064,29.61731747055321,56.08923665030952,63.071900671711425,66.47184139848466,29
Nahuel Bustos,Talleres,ARG-League,78.9277816334274,58.59076468578284,60.5773506814358,70.82211785656285,63.74129014514555,50.53344351019076,24
Blas Armoa,Tigre,ARG-League,55.333751913146045,69.9342873469076,40.84415043517724,71.3202074145718,72.6498157556714,57.21971695350019,22
Mateo Retegui,Tigre,ARG-League,66.90175391775932,64.63117987891822,36.977922937643406,54.83643798555998,64.39464016722158,78.60843500847213,23
Tomás Badaloni,Tigre,ARG-League,61.51812079156864,45.44737027498218,26.28342225657412,38.159839636730744,67.8416496098475,68.01761005351806,22
Marcelo Estigarribia,Tucumán,ARG-League,58.14596690871484,51.64361976731826,44.234587040476754,41.0450839509216,76.58020646904646,91.47634915622416,27
Mateo Coronel,Tucumán,ARG-League,57.39716673114537,67.29477846058361,42.023243470089575,80.74387110755588,79.22351525007507,47.71577436800688,24
Ramiro Ruiz,Tucumán,ARG-League,52.92366335466425,74.69589334488019,38.272240906662475,79.63991412372135,83.36874733575128,65.73500551130495,22
Abiel Osorio,Vélez Sarsfield,ARG-League,44.48381605559762,65.00913559563892,32.98891640236131,63.75163096527368,59.83148638988632,77.56628229096287,20
Lucas Pratto,Vélez Sarsfield,ARG-League,49.774437498200655,69.01333337053332,37.82444540349566,68.40642117782187,61.94772728270729,79.39927318636718,34
Santiago Castro,Vélez Sarsfield,ARG-League,49.579567556334666,72.79887639681147,37.66408771948718,72.38844385143014,42.443463705415745,70.49876090444532,18
