player,team,league,deep_lying_playmaker_score,ball_winner_score,dribbler_score,final_third_score,age
Warren Bondo,Monza,ITA-Serie A,40.81614601374722,54.757726171194285,61.51982776892495,46.96871110445702,20
Andre-Frank Zambo Anguissa,Napoli,ITA-Serie A,71.45096331656886,88.66589494439398,67.8032699547295,55.88979859083245,28
Jens Cajuste,Napoli,ITA-Serie A,31.78405761942742,64.67579651314685,51.25648123245363,64.94962129927032,24
Piotr Zieliński,Napoli,ITA-Serie A,71.08732758907323,59.9605339282992,69.85570646179217,65.64786273602124,30
Stanislav Lobotka,Napoli,ITA-Serie A,85.28216749268894,87.93010927781178,69.64873070965417,30.128136137133026,29
Bryan Cristante,Roma,ITA-Serie A,92.6526893392309,83.67950534636074,78.57877071942168,51.394485076974426,29
Edoardo Bove,Roma,ITA-Serie A,55.85661480903703,71.24873132907746,45.96481795712985,54.43570688783821,22
Houssem Aouar,Roma,ITA-Serie A,21.945687010474145,32.34374192077914,42.09707064514716,72.91684003992474,25
Leandro Paredes,Roma,ITA-Serie A,96.41779320692505,80.96302240432823,77.0776870002487,46.74036307853607,29
Lorenzo Pellegrini,Roma,ITA-Serie A,58.37456252260167,72.4232979672992,66.6595052105888,74.29862270341533,27
Agustín Martegani,Salernitana,ITA-Serie A,35.74096190251688,25.289485565386567,58.42643145494255,59.277470484525566,24
Emil Bohinen,Salernitana,ITA-Serie A,37.83108153009723,36.777810788779185,43.565577830939276,23.6323708932865,25
Giulio Maggiore,Salernitana,ITA-Serie A,64.9307315232263,71.51416720511324,46.77510714763153,37.18193446456349,26
Lassana Coulibaly,Salernitana,ITA-Serie A,64.3907028474252,69.01556206725998,67.55188643043539,43.61485527941733,28
Mateusz Łęgowski,Salernitana,ITA-Serie A,43.24331041612083,47.0065460077625,52.642363673133715,39.714913172468144,21
Toma Bašić,Salernitana,ITA-Serie A,56.44769877776484,51.518689712831666,53.38136748803796,48.177424199504586,27
