league,season,team,players_used,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,url,League,season,players_used,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,url,League,season,players_used,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,url,League,season,players_used,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,url,League,season,players_used,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,url,League,season,players_used,Poss,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,url,League,season,players_used,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,url,League
FRA-Ligue 1,2324,Montpellier,31,34,41,437,153,35.0,12.85,4.5,0.08,0.22,19.0,23,7,7,46.0,40.9,0.09,-5.0,-6.9,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1,2324,31,34,748,22.0,503,76,45,51,57,16,66,1.94,44,5,6,7,4,0,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1,2324,31,34,622,380,353,188,81,310,690,44.9,380,427,161,266,308,930,765,5,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1,2324,31,34,68,4,0,432,447,55,601,308,380,4,5,3,1784,427,447,48.9,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1,2324,31,34,11197,14618,76.6,209146,81665,4441,5265,84.3,4802,5691,84.4,1500,2788,53.8,26,31.1,27.9,-5.1,304,894,216,64,1171,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1,2324,31,44.7,34,18600,2265,6562,8228,4059,672,18593,623,293,47.0,286,45.9,12319,73034,34678,555,494,166,556,294,11076,1152,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1,2324,31,34,14618,12910,1653,489,38,130,601,653,138,35,88,0,11197,55,316,/en/squads/281b0e73/Montpellier-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Nantes,35,34,30,376,129,34.3,11.06,3.79,0.07,0.2,17.7,16,4,5,37.5,33.6,0.09,-7.5,-7.6,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1,2324,35,34,665,19.56,505,37,35,44,32,12,48,1.41,32,4,1,4,6,1,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1,2324,35,34,583,352,308,220,55,296,612,48.4,316,339,102,237,331,914,695,4,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1,2324,35,34,67,3,0,448,375,51,627,331,352,5,10,0,1621,387,424,47.7,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1,2324,35,34,12180,15385,79.2,219563,81910,5105,5831,87.5,5386,6256,86.1,1274,2487,51.2,17,25.5,28.6,-8.5,275,973,230,78,1245,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1,2324,35,44.8,34,18989,2268,6235,8783,4155,641,18984,468,220,47.0,213,45.5,13190,73127,33315,569,435,140,519,252,12081,1232,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1,2324,35,34,15385,13815,1519,397,47,69,627,609,165,72,62,0,12180,51,275,/en/squads/d7a486cd/Nantes-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Nice,27,34,39,452,149,33.0,13.29,4.38,0.07,0.22,17.2,12,6,7,50.0,44.5,0.1,-11.0,-11.5,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1,2324,27,34,791,23.26,571,66,53,49,35,17,69,2.03,48,5,5,3,7,1,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1,2324,27,34,538,308,247,212,79,285,505,56.4,220,389,111,278,292,830,506,10,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1,2324,27,34,62,4,0,402,373,52,605,292,308,7,8,1,1707,374,360,51.0,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1,2324,27,34,15511,18379,84.4,254924,85866,7525,8312,90.5,6427,7232,88.9,1053,1943,54.2,23,34.7,30.3,-11.7,326,898,255,68,1247,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1,2324,27,52.4,34,22009,2245,7343,10583,4355,742,22002,752,371,49.3,342,45.5,16520,93198,44114,662,621,155,553,341,15356,1228,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1,2324,27,34,18379,16875,1452,414,41,43,605,583,184,76,84,1,15511,52,283,/en/squads/132ebc33/Nice-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Paris S-G,29,34,78,504,187,37.1,14.82,5.5,0.14,0.38,17.3,14,7,9,68.6,61.4,0.12,9.4,9.6,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1,2324,29,34,943,27.74,743,44,76,32,35,13,145,4.26,114,4,11,5,10,1,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1,2324,29,34,585,360,254,221,110,284,604,47.0,320,346,108,238,266,851,509,22,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1,2324,29,34,51,3,1,353,362,53,512,266,360,9,5,0,1760,273,267,50.6,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1,2324,29,34,21536,24395,88.3,365711,106357,9480,10392,91.2,9941,10762,92.4,1494,2163,69.1,61,51.5,48.5,9.5,425,1759,365,53,1915,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1,2324,29,65.2,34,27987,2328,7122,13878,7232,974,27978,813,401,49.3,363,44.6,22474,117053,56962,848,763,284,473,290,21336,1901,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1,2324,29,34,24395,22942,1400,395,73,98,512,540,198,58,60,0,21536,53,330,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Reims,29,34,40,411,126,30.7,12.09,3.71,0.09,0.29,17.0,10,3,4,44.5,41.3,0.1,-4.5,-4.3,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1,2324,29,34,727,21.38,543,52,52,51,21,8,71,2.09,52,3,7,3,4,2,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1,2324,29,34,639,391,305,242,92,319,640,49.8,321,399,133,266,339,978,673,10,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1,2324,29,34,70,3,2,444,324,84,618,339,391,4,7,1,1825,396,389,50.4,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1,2324,29,34,12995,16365,79.4,243588,83859,4956,5846,84.8,6134,7017,87.4,1548,2681,57.7,28,33.3,34.9,-5.3,318,1098,241,76,1421,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1,2324,29,50.4,34,20297,2230,6512,9329,4714,696,20293,660,331,50.2,295,44.7,14116,84015,39836,625,476,157,575,300,12862,1406,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1,2324,29,34,16365,14705,1576,392,45,103,618,688,174,65,85,0,12995,84,320,/en/squads/7fdd64e0/Reims-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Rennes,29,34,53,476,157,33.0,14.0,4.62,0.09,0.27,18.0,18,10,11,52.8,44.2,0.1,0.2,-1.2,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1,2324,29,34,864,25.41,605,67,61,67,47,17,94,2.76,58,1,7,15,11,2,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1,2324,29,34,525,311,260,190,75,278,525,53.0,247,371,106,265,328,853,617,10,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1,2324,29,34,66,4,0,424,438,35,556,328,311,10,3,3,1669,386,424,47.7,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1,2324,29,34,14483,17581,82.4,266406,91759,5672,6519,87.0,6793,7707,88.1,1564,2502,62.5,29,31.6,34.5,-2.6,351,1260,310,61,1629,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1,2324,29,52.2,34,21297,2086,6277,9831,5425,794,21286,689,353,51.2,288,41.8,15396,90993,43865,607,625,146,499,334,14328,1615,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1,2324,29,34,17581,16009,1536,483,38,96,556,608,157,58,67,0,14483,36,277,/en/squads/b3072e00/Rennes-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Strasbourg,30,34,36,363,119,32.8,10.68,3.5,0.09,0.28,18.0,12,3,4,41.8,38.7,0.11,-5.8,-5.7,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1,2324,30,34,637,18.74,448,53,52,31,36,17,61,1.79,30,7,7,9,6,2,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1,2324,30,34,621,384,317,241,63,311,576,54.0,265,405,115,290,347,968,682,13,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1,2324,30,34,58,2,1,462,414,35,554,347,384,4,5,3,1568,374,412,47.6,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1,2324,30,34,12018,15023,80.0,225378,77899,4560,5283,86.3,5863,6763,86.7,1311,2379,55.1,24,31.6,28.7,-7.6,280,903,219,67,1151,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1,2324,30,44.3,34,18784,2312,6653,8518,3865,560,18780,639,317,49.6,279,43.7,13060,79156,36520,547,510,108,488,313,11910,1141,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1,2324,30,34,15023,13456,1532,487,44,65,554,585,117,61,39,2,12018,35,224,/en/squads/c0d3eab4/Strasbourg-Stats,FRA-Ligue 1
FRA-Ligue 1,2324,Toulouse,26,34,42,395,128,32.4,11.62,3.76,0.09,0.28,17.4,11,6,9,40.3,33.3,0.09,1.7,2.7,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1,2324,26,34,694,20.41,475,66,40,52,37,24,76,2.24,55,6,1,5,8,1,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1,2324,26,34,612,358,294,242,76,294,626,47.0,332,431,148,283,294,906,715,6,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1,2324,26,34,77,1,1,501,448,50,526,294,358,9,4,0,1759,472,421,52.9,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1,2324,26,34,13014,16304,79.8,231657,82834,5578,6490,85.9,5857,6816,85.9,1235,2192,56.3,30,26.4,30.8,3.6,301,1054,259,60,1405,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1,2324,26,48.4,34,20088,2085,6125,9579,4604,734,20079,592,289,48.8,265,44.8,13821,75647,34832,549,472,153,501,267,12884,1395,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1,2324,26,34,16304,14673,1581,476,43,102,526,622,151,53,78,0,13014,50,348,/en/squads/3f8c4b5f/Toulouse-Stats,FRA-Ligue 1
NED-Eredivisie,2324,AZ Alkmaar,33,34,68,478,174,36.4,14.06,5.12,0.14,0.38,16.5,16,2,2,56.7,55.2,0.12,11.3,10.8,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie,2324,33,34,820,24.12,639,54,46,51,19,11,112,3.29,87,7,4,9,3,2,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie,2324,33,34,553,332,225,244,84,278,532,52.3,254,375,110,265,269,822,546,6,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie,2324,33,34,47,2,0,363,303,56,561,269,332,1,4,1,1701,421,508,45.3,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie,2324,33,34,15168,18546,81.8,273965,95945,6591,7414,88.9,6613,7508,88.1,1611,2683,60.0,49,41.6,45.6,7.4,361,1232,360,74,1562,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie,2324,33,54.5,34,22327,2215,6732,10202,5596,949,22325,599,288,48.1,280,46.7,12755,70045,37836,657,469,207,556,292,15037,1550,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie,2324,33,34,18546,17003,1487,323,40,133,561,680,200,82,71,0,15168,56,310,/en/squads/3986b791/AZ-Alkmaar-Stats,NED-Eredivisie
NED-Eredivisie,2324,Ajax,35,34,72,514,208,40.5,15.12,6.12,0.13,0.32,16.3,11,5,6,65.0,60.4,0.12,7.0,6.6,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie,2324,35,34,953,28.03,755,60,57,42,26,13,130,3.82,100,5,10,8,6,1,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie,2324,35,34,533,317,236,216,81,271,526,51.5,255,376,101,275,292,825,542,11,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie,2324,35,34,44,3,0,282,347,51,612,292,317,4,3,1,1691,465,402,53.6,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie,2324,35,34,17709,21027,84.2,308238,106479,7989,8803,90.8,7819,8713,89.7,1509,2613,57.7,60,52.5,61.1,7.5,427,1349,413,69,1646,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie,2324,35,59.6,34,24775,2584,7457,11436,6100,1037,24769,680,333,49.0,295,43.4,15037,80025,40329,732,551,242,556,286,17517,1626,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie,2324,35,34,21027,19429,1547,400,59,108,612,623,191,78,62,3,17709,51,329,/en/squads/19c3f8c4/Ajax-Stats,NED-Eredivisie
NED-Eredivisie,2324,Almere City,29,34,32,375,109,29.1,11.03,3.21,0.08,0.27,18.0,12,3,3,34.5,32.3,0.09,-2.5,-3.3,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie,2324,29,34,646,19.0,433,76,44,42,38,13,60,1.76,36,8,4,4,8,0,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie,2324,29,34,624,379,298,237,89,293,600,48.8,307,415,116,299,327,951,752,6,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie,2324,29,34,69,3,1,488,315,51,568,327,379,3,4,1,1945,725,877,45.3,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie,2324,29,34,8595,13272,64.8,163221,74056,3769,4802,78.5,3327,4565,72.9,1205,2987,40.3,27,27.0,29.4,0.0,278,871,240,60,1117,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie,2324,29,44.0,34,17582,2021,5730,7206,4862,703,17579,636,299,47.0,303,47.6,7695,41291,18251,420,290,155,643,329,8483,1105,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie,2324,29,34,13272,11510,1711,368,23,67,568,818,155,43,62,2,8595,51,281,/en/squads/2b41acb5/Almere-City-Stats,NED-Eredivisie
NED-Eredivisie,2324,Excelsior,27,34,48,377,137,36.3,11.09,4.03,0.12,0.34,16.5,9,1,1,45.8,45.0,0.12,2.2,2.0,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie,2324,27,34,659,19.38,474,50,53,45,25,12,83,2.44,58,7,7,7,3,1,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie,2324,27,34,600,374,344,194,62,286,570,50.2,284,418,124,294,351,951,818,11,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie,2324,27,34,51,4,1,279,273,42,548,351,374,1,2,1,1642,488,537,47.6,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie,2324,27,34,11216,14902,75.3,226374,85787,4233,5005,84.6,4909,5805,84.6,1825,3348,54.5,43,37.8,33.6,5.2,297,910,220,76,1037,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie,2324,27,45.6,34,18972,2681,7583,7653,3940,601,18971,618,309,50.0,274,44.3,9998,57514,28538,573,367,168,523,278,11097,1026,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie,2324,27,34,14902,13324,1536,341,33,113,548,670,125,64,40,0,11216,42,258,/en/squads/740cb7d4/Excelsior-Stats,NED-Eredivisie
NED-Eredivisie,2324,Feyenoord,25,34,90,694,253,36.5,20.41,7.44,0.12,0.34,16.5,23,4,7,93.3,87.9,0.13,-3.3,-1.9,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie,2324,25,34,1275,37.5,919,105,91,89,51,20,151,4.44,112,4,13,12,6,4,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie,2324,25,34,580,344,238,237,105,261,501,52.1,240,352,77,275,255,835,467,8,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie,2324,25,34,35,1,0,303,352,68,657,255,344,7,1,0,1874,503,368,57.7,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie,2324,25,34,17209,20708,83.1,292792,101316,7896,8813,89.6,7654,8682,88.2,1258,2221,56.6,69,69.8,71.0,-0.8,554,1651,496,69,2088,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie,2324,25,61.8,34,24654,1672,6010,11481,7372,1360,24647,777,395,50.8,332,42.7,14834,81189,45967,924,609,318,561,348,17027,2075,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie,2324,25,34,20708,19100,1540,391,80,69,657,670,259,128,52,8,17209,68,323,/en/squads/fb4ca611/Feyenoord-Stats,NED-Eredivisie
NED-Eredivisie,2324,Fortuna Sittard,32,34,36,471,151,32.1,13.85,4.44,0.07,0.22,18.5,16,3,7,44.6,39.1,0.08,-8.6,-6.1,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie,2324,32,34,812,23.88,576,96,39,50,39,12,60,1.76,42,5,6,4,3,0,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie,2324,32,34,629,381,324,225,80,325,630,51.6,305,406,106,300,336,965,617,2,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie,2324,32,34,58,3,1,369,315,40,675,336,381,6,2,2,1778,644,555,53.7,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie,2324,32,34,9747,13537,72.0,187023,73683,3897,4717,82.6,4246,5277,80.5,1301,2728,47.7,24,28.6,32.2,-4.6,331,822,267,114,1097,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie,2324,32,43.2,34,17478,1948,5953,7390,4346,759,17471,629,284,45.2,288,45.8,8612,50105,25465,547,365,120,504,248,9643,1089,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie,2324,32,34,13537,11936,1561,352,19,98,675,685,171,68,38,2,9747,40,285,/en/squads/bd08295c/Fortuna-Sittard-Stats,NED-Eredivisie
NED-Eredivisie,2324,Go Ahead Eag,23,34,47,486,185,38.1,14.29,5.44,0.09,0.23,17.7,21,4,5,49.2,45.3,0.09,-2.2,-2.3,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie,2324,23,34,854,25.12,604,78,46,65,53,8,79,2.32,44,7,9,10,8,1,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie,2324,23,34,501,298,226,200,75,251,497,50.5,246,399,162,237,263,764,824,5,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie,2324,23,34,39,3,1,283,356,56,608,263,298,4,2,1,1709,449,566,44.2,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie,2324,23,34,10967,14661,74.8,202832,85450,4697,5496,85.5,4698,5669,82.9,1319,2685,49.1,30,34.3,35.1,-4.3,356,992,294,71,1234,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie,2324,23,44.9,34,18719,2753,6626,7525,4726,798,18714,573,248,43.3,278,48.5,8905,47739,24354,520,306,160,543,273,10857,1223,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie,2324,23,34,14661,12989,1616,388,32,86,608,633,170,71,58,0,10967,56,316,/en/squads/e33d6108/Go-Ahead-Eagles-Stats,NED-Eredivisie
NED-Eredivisie,2324,Heerenveen,26,34,52,486,153,31.5,14.29,4.5,0.09,0.29,18.1,14,7,8,47.1,40.9,0.09,4.9,4.1,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie,2324,26,34,863,25.38,639,70,49,58,35,12,86,2.53,58,5,6,9,7,1,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie,2324,26,34,508,307,259,187,62,261,525,49.7,264,363,109,254,288,796,667,16,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie,2324,26,34,39,4,1,320,325,49,623,288,307,5,4,2,1715,463,483,48.9,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie,2324,26,34,13187,16523,79.8,239206,86496,5750,6458,89.0,5612,6537,85.8,1481,2641,56.1,27,30.1,34.2,-3.1,369,1020,280,60,1320,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie,2324,26,49.7,34,20381,2434,6856,8878,4838,793,20373,688,301,43.8,320,46.5,11156,64654,34949,676,473,177,506,293,13029,1308,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie,2324,26,34,16523,14919,1555,352,40,112,623,629,192,84,68,7,13187,49,315,/en/squads/193ff7aa/Heerenveen-Stats,NED-Eredivisie
NED-Eredivisie,2324,Heracles Almelo,28,34,41,362,116,32.0,10.65,3.41,0.1,0.31,17.9,8,5,6,41.7,37.1,0.1,-0.7,-1.1,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie,2324,28,34,628,18.47,453,61,35,40,28,11,72,2.12,50,4,6,7,4,1,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie,2324,28,34,597,380,347,186,64,296,597,49.6,301,421,162,259,256,853,761,12,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie,2324,28,34,70,2,0,382,325,52,588,256,380,4,5,1,1664,411,472,46.5,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie,2324,28,34,11268,14645,76.9,216383,78013,4489,5156,87.1,5109,5973,85.5,1455,2827,51.5,30,29.4,31.1,0.6,269,918,213,81,1084,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie,2324,28,46.3,34,18638,2677,7163,7784,3881,598,18632,609,236,38.8,324,53.2,10040,58505,30729,576,386,142,518,262,11142,1071,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie,2324,28,34,14645,12961,1632,373,30,119,588,660,154,50,61,3,11268,52,271,/en/squads/c882b88e/Heracles-Almelo-Stats,NED-Eredivisie
NED-Eredivisie,2324,NEC Nijmegen,28,34,67,441,193,43.8,12.97,5.68,0.14,0.32,18.0,19,6,6,47.3,42.6,0.1,19.7,18.4,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie,2324,28,34,774,22.76,560,64,51,50,39,10,112,3.29,69,9,8,13,11,2,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie,2324,28,34,622,378,353,203,66,307,642,47.8,335,451,158,293,267,889,813,13,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie,2324,28,34,53,4,2,304,373,40,564,267,378,6,6,0,1670,531,535,49.8,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie,2324,28,34,12695,16097,78.9,230668,85837,5438,6198,87.7,5452,6376,85.5,1444,2652,54.4,42,31.4,34.4,10.6,327,967,245,69,1216,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie,2324,28,48.4,34,20285,2622,7076,9146,4269,690,20279,636,275,43.2,309,48.6,10597,60183,30636,549,402,135,588,312,12534,1202,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie,2324,28,34,16097,14427,1630,393,49,109,564,652,152,61,68,0,12695,40,294,/en/squads/fc629994/NEC-Nijmegen-Stats,NED-Eredivisie
NED-Eredivisie,2324,PSV Eindhoven,29,34,108,780,291,37.3,22.94,8.56,0.13,0.35,16.5,7,7,9,99.2,92.2,0.12,8.8,8.8,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie,2324,29,34,1424,41.88,1069,125,87,95,31,17,194,5.71,144,14,9,18,6,3,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie,2324,29,34,546,340,233,219,94,260,491,53.0,231,360,86,274,284,830,476,12,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie,2324,29,34,32,1,1,280,304,67,813,284,340,6,3,2,2019,494,377,56.7,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie,2324,29,34,18147,21520,84.3,323528,113644,7957,8804,90.4,7842,8822,88.9,1893,2837,66.7,88,77.5,80.5,10.5,638,1803,540,115,2163,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie,2324,29,64.5,34,25495,1850,6234,11918,7558,1371,25486,785,402,51.2,317,40.4,14969,82496,45239,957,653,276,544,306,17951,2141,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie,2324,29,34,21520,19947,1506,343,85,132,813,674,248,110,86,0,18147,67,347,/en/squads/e334d850/PSV-Eindhoven-Stats,NED-Eredivisie
